"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20230301","수인선","달월","62","61","20230304",""
"20230301","수인선","사리","3237","2748","20230304",""
"20230301","수인선","야목","230","196","20230304",""
"20230301","수인선","어천","751","746","20230304",""
"20230301","수인선","오목천","2169","1967","20230304",""
"20230301","수인선","고색","2291","2335","20230304",""
"20230301","분당선","매교","2612","2592","20230304",""
"20230301","분당선","수원시청","8236","8069","20230304",""
"20230301","분당선","매탄권선","3018","2930","20230304",""
"20230301","분당선","망포","7807","7806","20230304",""
"20230301","분당선","영통","5966","6146","20230304",""
"20230301","분당선","청명","2258","2260","20230304",""
"20230301","분당선","상갈","3420","3404","20230304",""
"20230301","분당선","기흥","5733","5551","20230304",""
"20230301","분당선","신갈","2361","2438","20230304",""
"20230301","분당선","구성","2886","3151","20230304",""
"20230301","분당선","죽전","9228","10401","20230304",""
"20230301","분당선","보정","1488","1391","20230304",""
"20230301","1호선","종로5가","23717","21963","20230304",""
"20230301","1호선","동대문","10915","11255","20230304",""
"20230301","분당선","서울숲","7696","7822","20230304",""
"20230301","분당선","수원","6562","5497","20230304",""
"20230301","분당선","수서","8609","8683","20230304",""
"20230301","분당선","대모산입구","2729","2495","20230304",""
"20230301","분당선","개포동","2651","2684","20230304",""
"20230301","분당선","구룡","1380","1419","20230304",""
"20230301","분당선","도곡","3513","3438","20230304",""
"20230301","분당선","한티","8737","8851","20230304",""
"20230301","분당선","선릉","3520","5396","20230304",""
"20230301","과천선","범계","17749","17397","20230304",""
"20230301","과천선","평촌","7776","7655","20230304",""
"20230301","과천선","인덕원","13823","13676","20230304",""
"20230301","과천선","정부과천청사","5399","5725","20230304",""
"20230301","과천선","과천","4376","4005","20230304",""
"20230301","과천선","대공원","5160","5396","20230304",""
"20230301","과천선","경마공원","1051","1038","20230304",""
"20230301","과천선","선바위","4250","3998","20230304",""
"20230301","공항철도 1호선","영종","2994","2870","20230304",""
"20230301","공항철도 1호선","인천공항2터미널","4494","3887","20230304",""
"20230301","공항철도 1호선","인천공항1터미널","12184","11581","20230304",""
"20230301","공항철도 1호선","공항화물청사","1208","1248","20230304",""
"20230301","공항철도 1호선","운서","7067","7394","20230304",""
"20230301","공항철도 1호선","청라국제도시","3883","3681","20230304",""
"20230301","공항철도 1호선","검암","3839","3921","20230304",""
"20230301","공항철도 1호선","계양","7002","6717","20230304",""
"20230301","공항철도 1호선","김포공항","8310","4716","20230304",""
"20230301","공항철도 1호선","마곡나루(서울식물원)","3360","3807","20230304",""
"20230301","공항철도 1호선","디지털미디어시티","4765","4854","20230304",""
"20230301","공항철도 1호선","홍대입구","12742","12633","20230304",""
"20230301","공항철도 1호선","공덕","1576","2028","20230304",""
"20230301","공항철도 1호선","서울역","9225","8675","20230304",""
"20230301","경춘선","춘천","1987","1812","20230304",""
"20230301","경춘선","남춘천","2686","3235","20230304",""
"20230301","경춘선","김유정","519","624","20230304",""
"20230301","경춘선","강촌","560","510","20230304",""
"20230301","경춘선","백양리","270","194","20230304",""
"20230301","경춘선","굴봉산","116","125","20230304",""
"20230301","경춘선","가평","1639","1415","20230304",""
"20230301","경춘선","상천","281","227","20230304",""
"20230301","경춘선","청평","1463","1314","20230304",""
"20230301","경춘선","대성리","632","504","20230304",""
"20230301","경춘선","마석","2645","2657","20230304",""
"20230301","경춘선","천마산","1272","1243","20230304",""
"20230301","경춘선","평내호평","4087","3827","20230304",""
"20230301","경춘선","금곡","1026","912","20230304",""
"20230301","경춘선","사릉","1562","1513","20230304",""
"20230301","경춘선","퇴계원","2439","2209","20230304",""
"20230301","경춘선","별내","2043","1895","20230304",""
"20230301","경춘선","갈매","1733","1540","20230304",""
"20230301","경춘선","신내","1270","1256","20230304",""
"20230301","경인선","도화","2737","2564","20230304",""
"20230301","경인선","중동","5714","5521","20230304",""
"20230301","경인선","온수(성공회대입구)","4272","4210","20230304",""
"20230301","경인선","도원","1980","2053","20230304",""
"20230301","경인선","간석","3817","3600","20230304",""
"20230301","경인선","부개","5707","5328","20230304",""
"20230301","경인선","소사","5655","5722","20230304",""
"20230301","경인선","구일","3828","3795","20230304",""
"20230301","경인선","인천","4733","3881","20230304",""
"20230301","경인선","동인천","11335","10877","20230304",""
"20230301","경인선","제물포","6317","5997","20230304",""
"20230301","경인선","주안","13735","12169","20230304",""
"20230301","경인선","동암","11055","11050","20230304",""
"20230301","경인선","백운","4403","4405","20230304",""
"20230301","경인선","부평","23671","24317","20230304",""
"20230301","경인선","송내","15166","15139","20230304",""
"20230301","경인선","부천","24674","24737","20230304",""
"20230301","경인선","역곡","17166","17563","20230304",""
"20230301","경인선","오류동","8216","7656","20230304",""
"20230301","경인선","개봉","14434","14378","20230304",""
"20230301","경의선","운천","10","9","20230304",""
"20230301","경의선","임진강","65","54","20230304",""
"20230301","경의선","문산","3816","3847","20230304",""
"20230301","경의선","파주","739","629","20230304",""
"20230301","경의선","월롱","1286","1562","20230304",""
"20230301","경의선","금촌","5154","4979","20230304",""
"20230301","경의선","금릉","3364","3301","20230304",""
"20230301","경의선","운정","4375","4058","20230304",""
"20230301","경의선","야당","5865","5880","20230304",""
"20230301","경의선","탄현","4659","4481","20230304",""
"20230301","경의선","일산","5516","5419","20230304",""
"20230301","경의선","풍산","3781","3697","20230304",""
"20230301","경의선","백마","3890","3769","20230304",""
"20230301","경의선","곡산","318","354","20230304",""
"20230301","경의선","능곡","2609","2508","20230304",""
"20230301","경의선","행신","5134","5014","20230304",""
"20230301","경의선","강매","1764","1762","20230304",""
"20230301","경의선","화전","1352","1419","20230304",""
"20230301","경의선","수색","1208","1354","20230304",""
"20230301","경의선","디지털미디어시티","1830","1588","20230304",""
"20230301","경의선","가좌","3764","3759","20230304",""
"20230301","경의선","홍대입구","1889","2368","20230304",""
"20230301","경의선","서강대","1371","1334","20230304",""
"20230301","경의선","공덕","2123","1780","20230304",""
"20230301","경의선","효창공원앞","1648","1894","20230304",""
"20230301","경의선","신촌","358","363","20230304",""
"20230301","경의선","서울역","1517","1427","20230304",""
"20230301","경원선","소요산","3092","2677","20230304",""
"20230301","경원선","동두천","1616","1919","20230304",""
"20230301","경원선","보산","1137","1242","20230304",""
"20230301","경원선","동두천중앙","2171","2140","20230304",""
"20230301","경원선","지행","4919","4835","20230304",""
"20230301","경원선","덕정","3712","3574","20230304",""
"20230301","경원선","덕계","2569","2416","20230304",""
"20230301","경원선","양주","5209","5113","20230304",""
"20230301","경원선","녹양","3099","2954","20230304",""
"20230301","경원선","가능","4561","4385","20230304",""
"20230301","경원선","의정부","14746","15040","20230304",""
"20230301","경원선","회룡","9007","8983","20230304",""
"20230301","경원선","망월사","5461","5667","20230304",""
"20230301","경원선","도봉산","8403","5874","20230304",""
"20230301","경원선","도봉","4038","3964","20230304",""
"20230301","경원선","방학","6923","6730","20230304",""
"20230301","경원선","녹천","2825","2498","20230304",""
"20230301","경원선","월계","4343","4025","20230304",""
"20230301","경원선","광운대","5136","5314","20230304",""
"20230301","경원선","석계","5795","6438","20230304",""
"20230301","경원선","신이문","5647","5330","20230304",""
"20230301","경원선","외대앞","6034","6122","20230304",""
"20230301","경원선","청량리(서울시립대입구)","14810","15438","20230304",""
"20230301","경원선","왕십리(성동구청)","12207","13111","20230304",""
"20230301","경원선","응봉","1340","1161","20230304",""
"20230301","경원선","옥수","56","52","20230304",""
"20230301","경원선","한남","2562","2372","20230304",""
"20230301","경원선","서빙고","1454","1409","20230304",""
"20230301","경원선","이촌(국립중앙박물관)","2671","2106","20230304",""
"20230301","경부선","광명","2461","1942","20230304",""
"20230301","경부선","서동탄","890","899","20230304",""
"20230301","경부선","당정","3620","3490","20230304",""
"20230301","경부선","천안","6315","6333","20230304",""
"20230301","경부선","두정","5035","5696","20230304",""
"20230301","경부선","직산","582","645","20230304",""
"20230301","경부선","성환","2780","3076","20230304",""
"20230301","경부선","평택","11318","11158","20230304",""
"20230301","경부선","평택지제","3030","3037","20230304",""
