"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20230101","경강선","곤지암","1450","1539","20230104",""
"20230101","2호선","신도림","20210","21037","20230104",""
"20230101","2호선","문래","5995","6567","20230104",""
"20230101","2호선","영등포구청","5629","6117","20230104",""
"20230101","2호선","당산","6821","7594","20230104",""
"20230101","2호선","합정","16903","16841","20230104",""
"20230101","2호선","홍대입구","54612","48205","20230104",""
"20230101","2호선","신촌","19182","18539","20230104",""
"20230101","2호선","이대","6428","7477","20230104",""
"20230101","2호선","아현","4345","4510","20230104",""
"20230101","2호선","충정로(경기대입구)","2957","3245","20230104",""
"20230101","2호선","용답","1476","1570","20230104",""
"20230101","2호선","신답","599","665","20230104",""
"20230101","2호선","신설동","2331","2490","20230104",""
"20230101","7호선","노원","8384","8520","20230104",""
"20230101","7호선","마들","4959","4825","20230104",""
"20230101","7호선","수락산","6031","6076","20230104",""
"20230101","7호선","도봉산","4164","5291","20230104",""
"20230101","7호선","장암","912","580","20230104",""
"20230101","6호선","봉화산(서울의료원)","3275","3346","20230104",""
"20230101","6호선","화랑대(서울여대입구)","3955","3759","20230104",""
"20230101","6호선","태릉입구","2475","2735","20230104",""
"20230101","6호선","석계","5191","5533","20230104",""
"20230101","6호선","돌곶이","5017","4623","20230104",""
"20230101","6호선","상월곡(한국과학기술연구원)","2649","2549","20230104",""
"20230101","6호선","월곡(동덕여대)","4304","4588","20230104",""
"20230101","6호선","고려대(종암)","3316","3488","20230104",""
"20230101","6호선","안암(고대병원앞)","3451","4165","20230104",""
"20230101","6호선","보문","3236","3310","20230104",""
"20230101","1호선","시청","9282","8253","20230104",""
"20230101","1호선","서울역","31924","26931","20230104",""
"20230101","6호선","동묘앞","4970","4640","20230104",""
"20230101","2호선","도림천","334","398","20230104",""
"20230101","2호선","양천구청","2737","2867","20230104",""
"20230101","2호선","신정네거리","4363","4550","20230104",""
"20230101","2호선","용두(동대문구청)","997","1024","20230104",""
"20230101","3호선","지축","2435","2340","20230104",""
"20230101","3호선","구파발","9578","10316","20230104",""
"20230101","3호선","연신내","17014","16845","20230104",""
"20230101","3호선","불광","7954","9023","20230104",""
"20230101","3호선","녹번","6014","5632","20230104",""
"20230101","3호선","홍제","7901","7817","20230104",""
"20230101","3호선","무악재","1808","2080","20230104",""
"20230101","3호선","독립문","3630","4147","20230104",""
"20230101","3호선","경복궁(정부서울청사)","11931","12640","20230104",""
"20230101","3호선","안국","12354","11779","20230104",""
"20230101","3호선","종로3가","3218","4136","20230104",""
"20230101","3호선","을지로3가","3755","3189","20230104",""
"20230101","3호선","충무로","1","0","20230104",""
"20230101","3호선","동대입구","4551","5621","20230104",""
"20230101","3호선","약수","5961","5884","20230104",""
"20230101","3호선","금호","3477","3374","20230104",""
"20230101","1호선","종각","12964","10739","20230104",""
"20230101","1호선","종로3가","12847","10749","20230104",""
"20230101","1호선","종로5가","9827","8974","20230104",""
"20230101","1호선","동대문","8838","8509","20230104",""
"20230101","1호선","신설동","6317","6497","20230104",""
"20230101","1호선","제기동","8057","8603","20230104",""
"20230101","1호선","청량리(서울시립대입구)","10151","10241","20230104",""
"20230101","1호선","동묘앞","9982","10166","20230104",""
"20230101","2호선","시청","7461","5195","20230104",""
"20230101","2호선","을지로입구","17413","15852","20230104",""
"20230101","2호선","을지로3가","9525","9216","20230104",""
"20230101","2호선","을지로4가","3914","3885","20230104",""
"20230101","2호선","동대문역사문화공원(DDP)","8153","9110","20230104",""
"20230101","2호선","신당","6859","7504","20230104",""
"20230101","2호선","상왕십리","5680","6120","20230104",""
"20230101","2호선","왕십리(성동구청)","7572","7301","20230104",""
"20230101","2호선","한양대","1814","2109","20230104",""
"20230101","2호선","뚝섬","7486","7607","20230104",""
"20230101","2호선","성수","12685","13631","20230104",""
"20230101","2호선","건대입구","23861","24027","20230104",""
"20230101","2호선","구의(광진구청)","9474","10044","20230104",""
"20230101","2호선","강변(동서울터미널)","21064","17630","20230104",""
"20230101","2호선","잠실나루","4355","4447","20230104",""
"20230101","2호선","잠실(송파구청)","41697","38173","20230104",""
"20230101","2호선","잠실새내","9657","10100","20230104",""
