"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20231001","장항선","신창(순천향대)","1239","1223","20231004",""
"20231001","중앙선","용문","2594","2176","20231004",""
"20231001","중앙선","지평","79","73","20231004",""
"20231001","중앙선","회기","14745","15527","20231004",""
"20231001","중앙선","중랑","3521","3583","20231004",""
"20231001","중앙선","상봉(시외버스터미널)","4188","4380","20231004",""
"20231001","중앙선","망우","5117","5021","20231004",""
"20231001","중앙선","양원","1620","1612","20231004",""
"20231001","중앙선","구리","8250","8447","20231004",""
"20231001","중앙선","도농","6023","5926","20231004",""
"20231001","8호선","석촌","3811","4970","20231004",""
"20231001","중앙선","양정","508","470","20231004",""
"20231001","중앙선","덕소","3774","3683","20231004",""
"20231001","중앙선","도심","1364","1233","20231004",""
"20231001","중앙선","팔당","1554","1749","20231004",""
"20231001","중앙선","운길산","1921","1811","20231004",""
"20231001","중앙선","양수","2609","2348","20231004",""
"20231001","중앙선","신원","394","274","20231004",""
"20231001","중앙선","국수","695","615","20231004",""
"20231001","중앙선","아신","680","618","20231004",""
"20231001","중앙선","오빈","253","224","20231004",""
"20231001","중앙선","양평","2894","2422","20231004",""
"20231001","중앙선","원덕","465","389","20231004",""
"20231001","1호선","서울역","39581","32157","20231004",""
"20231001","1호선","시청","15475","15727","20231004",""
"20231001","1호선","종각","17945","15076","20231004",""
"20231001","1호선","종로3가","20503","17854","20231004",""
"20231001","1호선","종로5가","14845","15066","20231004",""
"20231001","1호선","동대문","13406","12985","20231004",""
"20231001","1호선","신설동","7877","8112","20231004",""
"20231001","1호선","제기동","8955","9344","20231004",""
"20231001","1호선","청량리(서울시립대입구)","13654","13674","20231004",""
"20231001","1호선","동묘앞","14568","15690","20231004",""
"20231001","2호선","시청","10898","9066","20231004",""
"20231001","2호선","을지로입구","26170","23929","20231004",""
"20231001","2호선","을지로3가","11558","11378","20231004",""
"20231001","2호선","을지로4가","5547","5634","20231004",""
"20231001","2호선","동대문역사문화공원(DDP)","10958","12408","20231004",""
"20231001","2호선","신당","8488","9691","20231004",""
"20231001","2호선","상왕십리","6755","6807","20231004",""
"20231001","2호선","왕십리(성동구청)","8191","8209","20231004",""
"20231001","2호선","한양대","2341","2585","20231004",""
"20231001","2호선","뚝섬","12640","12683","20231004",""
"20231001","2호선","성수","18111","21848","20231004",""
"20231001","2호선","건대입구","29832","29872","20231004",""
"20231001","2호선","구의(광진구청)","11205","11244","20231004",""
"20231001","2호선","강변(동서울터미널)","26725","20552","20231004",""
"20231001","2호선","잠실나루","5615","5559","20231004",""
"20231001","2호선","잠실(송파구청)","56774","53762","20231004",""
"20231001","2호선","잠실새내","12880","13148","20231004",""
"20231001","2호선","종합운동장","14563","16780","20231004",""
"20231001","2호선","삼성(무역센터)","20378","19968","20231004",""
"20231001","2호선","선릉","11011","9809","20231004",""
"20231001","2호선","역삼","8721","9698","20231004",""
"20231001","2호선","강남","27111","26970","20231004",""
"20231001","2호선","교대(법원.검찰청)","8366","10074","20231004",""
"20231001","2호선","서초","10500","9824","20231004",""
"20231001","2호선","방배","5738","5863","20231004",""
"20231001","2호선","사당","20793","23941","20231004",""
"20231001","2호선","낙성대(강감찬)","12737","13621","20231004",""
"20231001","2호선","서울대입구(관악구청)","20821","23091","20231004",""
"20231001","2호선","봉천","10984","11006","20231004",""
"20231001","2호선","신림","28561","30478","20231004",""
"20231001","2호선","신대방","14947","14999","20231004",""
"20231001","2호선","구로디지털단지","24261","24598","20231004",""
"20231001","2호선","대림(구로구청)","17321","17890","20231004",""
"20231001","2호선","신도림","25214","25967","20231004",""
"20231001","2호선","문래","7349","8256","20231004",""
"20231001","2호선","영등포구청","6795","7229","20231004",""
"20231001","2호선","당산","8650","9070","20231004",""
"20231001","2호선","합정","19885","22463","20231004",""
"20231001","2호선","홍대입구","60368","67802","20231004",""
"20231001","2호선","신촌","20985","22216","20231004",""
"20231001","2호선","이대","7419","8516","20231004",""
"20231001","2호선","아현","5373","4944","20231004",""
"20231001","2호선","충정로(경기대입구)","3222","3345","20231004",""
"20231001","2호선","용답","1726","1737","20231004",""
"20231001","2호선","신답","749","786","20231004",""
"20231001","2호선","신설동","2915","2740","20231004",""
"20231001","2호선","도림천","458","480","20231004",""
"20231001","2호선","양천구청","3333","3306","20231004",""
"20231001","2호선","신정네거리","5333","5430","20231004",""
"20231001","2호선","용두(동대문구청)","1160","1119","20231004",""
"20231001","3호선","지축","3874","3686","20231004",""
"20231001","3호선","구파발","12645","13158","20231004",""
"20231001","3호선","연신내","21069","20625","20231004",""
"20231001","3호선","불광","10128","11860","20231004",""
"20231001","3호선","녹번","7578","6820","20231004",""
"20231001","3호선","홍제","10360","9996","20231004",""
"20231001","3호선","무악재","2247","2447","20231004",""
"20231001","3호선","독립문","5606","6413","20231004",""
"20231001","3호선","경복궁(정부서울청사)","27695","32802","20231004",""
"20231001","3호선","안국","22831","22914","20231004",""
"20231001","3호선","종로3가","5878","8383","20231004",""
"20231001","3호선","을지로3가","5348","5384","20231004",""
"20231001","3호선","충무로","3","0","20231004",""
"20231001","3호선","동대입구","6616","7979","20231004",""
"20231001","3호선","약수","6925","6890","20231004",""
"20231001","3호선","금호","4423","4246","20231004",""
"20231001","3호선","옥수","5387","5364","20231004",""
"20231001","3호선","압구정","14468","15554","20231004",""
"20231001","3호선","신사","11368","12353","20231004",""
"20231001","3호선","잠원","2430","2320","20231004",""
"20231001","3호선","고속터미널","54007","37086","20231004",""
"20231001","3호선","교대(법원.검찰청)","5267","2676","20231004",""
"20231001","3호선","남부터미널(예술의전당)","15630","12578","20231004",""
"20231001","3호선","양재(서초구청)","11188","12863","20231004",""
"20231001","3호선","매봉","4018","4024","20231004",""
"20231001","3호선","도곡","1802","1994","20231004",""
"20231001","3호선","대치","7433","6377","20231004",""
"20231001","3호선","학여울","697","708","20231004",""
"20231001","3호선","대청","4248","4128","20231004",""
"20231001","3호선","일원","3828","3830","20231004",""
"20231001","3호선","수서","11329","9843","20231004",""
"20231001","3호선","가락시장","3881","4117","20231004",""
"20231001","3호선","경찰병원","2787","2851","20231004",""
"20231001","3호선","오금","2694","2723","20231004",""
"20231001","4호선","당고개","6237","5681","20231004",""
"20231001","4호선","상계","11294","10771","20231004",""
"20231001","4호선","노원","12335","14549","20231004",""
"20231001","4호선","창동","14953","15593","20231004",""
"20231001","4호선","쌍문","16746","14907","20231004",""
"20231001","4호선","수유(강북구청)","20544","20440","20231004",""
"20231001","4호선","미아(서울사이버대학)","8400","7777","20231004",""
"20231001","4호선","미아사거리","16471","15730","20231004",""
"20231001","4호선","길음","11098","10568","20231004",""
"20231001","4호선","성신여대입구(돈암)","11723","12065","20231004",""
"20231001","4호선","한성대입구(삼선교)","7827","8051","20231004",""
"20231001","4호선","혜화","26716","29137","20231004",""
"20231001","4호선","동대문","10818","10141","20231004",""
"20231001","4호선","동대문역사문화공원(DDP)","13703","11510","20231004",""
"20231001","4호선","충무로","12419","14882","20231004",""
"20231001","4호선","명동","30572","34324","20231004",""
"20231001","4호선","회현(남대문시장)","12171","12193","20231004",""
"20231001","4호선","서울역","5321","13314","20231004",""
"20231001","4호선","숙대입구(갈월)","7295","7164","20231004",""
"20231001","4호선","삼각지","3481","4822","20231004",""
"20231001","4호선","신용산","11170","10498","20231004",""
"20231001","4호선","이촌(국립중앙박물관)","9828","10731","20231004",""
"20231001","4호선","동작(현충원)","1454","1701","20231004",""
"20231001","4호선","총신대입구(이수)","9920","10847","20231004",""
"20231001","4호선","사당","15657","14813","20231004",""
"20231001","4호선","남태령","809","487","20231004",""
"20231001","5호선","방화","3879","3788","20231004",""
"20231001","5호선","개화산","2945","2896","20231004",""
"20231001","5호선","김포공항","7766","6503","20231004",""
"20231001","5호선","송정","3764","3622","20231004",""
"20231001","5호선","마곡","3642","3945","20231004",""
"20231001","5호선","발산","9300","10449","20231004",""
"20231001","5호선","우장산","7109","7297","20231004",""
"20231001","5호선","화곡","14633","14025","20231004",""
"20231001","5호선","까치산","15167","15215","20231004",""
"20231001","5호선","신정(은행정)","6472","5771","20231004",""
"20231001","5호선","목동","7709","7936","20231004",""
"20231001","5호선","오목교(목동운동장앞)","10495","11041","20231004",""
"20231001","5호선","양평","2632","2712","20231004",""
"20231001","5호선","영등포구청","1346","1444","20231004",""
"20231001","5호선","영등포시장","6062","6827","20231004",""
"20231001","5호선","신길","2233","2391","20231004",""
"20231001","5호선","여의도","9193","9911","20231004",""
"20231001","5호선","여의나루","23784","24476","20231004",""
"20231001","5호선","마포","5816","5866","20231004",""
"20231001","5호선","공덕","4797","5072","20231004",""
"20231001","5호선","애오개","2570","2588","20231004",""
"20231001","5호선","충정로(경기대입구)","1363","1336","20231004",""
"20231001","5호선","서대문","5432","5495","20231004",""
"20231001","5호선","광화문(세종문화회관)","19503","19814","20231004",""
"20231001","5호선","종로3가","13935","13436","20231004",""
"20231001","5호선","을지로4가","2696","2923","20231004",""
"20231001","5호선","동대문역사문화공원(DDP)","991","1171","20231004",""
"20231001","5호선","청구","1792","1900","20231004",""
"20231001","5호선","신금호","3184","3313","20231004",""
"20231001","5호선","행당","4137","3566","20231004",""
"20231001","5호선","왕십리(성동구청)","2519","3115","20231004",""
"20231001","5호선","마장","2894","2745","20231004",""
"20231001","5호선","답십리","7434","6955","20231004",""
"20231001","5호선","장한평","7530","7584","20231004",""
"20231001","5호선","군자(능동)","5990","6918","20231004",""
"20231001","5호선","아차산(어린이대공원후문)","11595","11214","20231004",""
"20231001","5호선","광나루(장신대)","8035","7747","20231004",""
"20231001","5호선","천호(풍납토성)","12177","11996","20231004",""
"20231001","5호선","강동","7914","8243","20231004",""
"20231001","5호선","길동","4401","4379","20231004",""
"20231001","5호선","굽은다리(강동구민회관앞)","5534","5116","20231004",""
"20231001","5호선","명일","5360","5336","20231004",""
"20231001","5호선","고덕","4326","4360","20231004",""
"20231001","5호선","상일동","6815","6498","20231004",""
"20231001","5호선","둔촌동","4654","4493","20231004",""
"20231001","5호선","올림픽공원(한국체대)","2690","2759","20231004",""
"20231001","5호선","방이","3973","3748","20231004",""
"20231001","5호선","오금","1441","1332","20231004",""
"20231001","5호선","개롱","3095","3340","20231004",""
"20231001","5호선","거여","4728","4467","20231004",""
"20231001","5호선","마천","3856","3934","20231004",""
"20231001","5호선","강일","2997","2675","20231004",""
"20231001","5호선","미사","9485","10204","20231004",""
"20231001","5호선","하남풍산","2793","2696","20231004",""
"20231001","5호선","하남시청(덕풍·신장)","4694","4405","20231004",""
"20231001","5호선","하남검단산","5628","5331","20231004",""
"20231001","6호선","응암","9652","9711","20231004",""
"20231001","6호선","역촌","2084","2445","20231004",""
"20231001","6호선","불광","2940","2840","20231004",""
"20231001","6호선","독바위","1617","1923","20231004",""
"20231001","6호선","연신내","1","0","20231004",""
"20231001","6호선","구산","4103","3105","20231004",""
"20231001","6호선","새절(신사)","6618","6421","20231004",""
"20231001","6호선","증산(명지대앞)","5394","5538","20231004",""
"20231001","6호선","디지털미디어시티","5903","5949","20231004",""
"20231001","6호선","월드컵경기장(성산)","6070","6183","20231004",""
"20231001","6호선","마포구청","6652","6060","20231004",""
"20231001","6호선","망원","10114","11339","20231004",""
"20231001","6호선","합정","8982","8615","20231004",""
"20231001","6호선","상수","6968","7874","20231004",""
"20231001","6호선","광흥창(서강)","4046","3825","20231004",""
"20231001","6호선","대흥(서강대앞)","3620","3955","20231004",""
"20231001","6호선","공덕","7235","6872","20231004",""
"20231001","6호선","효창공원앞","3275","2723","20231004",""
"20231001","6호선","삼각지","4862","3732","20231004",""
"20231001","6호선","녹사평(용산구청)","4441","4468","20231004",""
"20231001","6호선","이태원","13589","13890","20231004",""
"20231001","6호선","한강진","7882","9722","20231004",""
"20231001","6호선","버티고개","1169","1211","20231004",""
"20231001","6호선","약수","1749","1749","20231004",""
"20231001","6호선","청구","1967","1622","20231004",""
"20231001","6호선","신당","4589","4399","20231004",""
"20231001","6호선","동묘앞","7544","6963","20231004",""
"20231001","6호선","창신","1668","1490","20231004",""
"20231001","6호선","보문","3814","3774","20231004",""
"20231001","6호선","안암(고대병원앞)","4118","4786","20231004",""
"20231001","6호선","고려대(종암)","4280","4179","20231004",""
"20231001","6호선","월곡(동덕여대)","5285","5321","20231004",""
"20231001","6호선","상월곡(한국과학기술연구원)","3230","3018","20231004",""
"20231001","6호선","돌곶이","5981","5833","20231004",""
"20231001","6호선","석계","6361","6723","20231004",""
"20231001","6호선","태릉입구","2946","3346","20231004",""
"20231001","6호선","화랑대(서울여대입구)","5139","4389","20231004",""
"20231001","6호선","봉화산(서울의료원)","4354","4210","20231004",""
"20231001","7호선","장암","1458","1088","20231004",""
"20231001","7호선","도봉산","5929","8233","20231004",""
"20231001","7호선","수락산","8167","8124","20231004",""
"20231001","7호선","마들","6373","5903","20231004",""
"20231001","7호선","노원","11546","12087","20231004",""
"20231001","7호선","중계","7372","6755","20231004",""
"20231001","7호선","하계","9553","8818","20231004",""
"20231001","7호선","공릉(서울과학기술대)","6041","6497","20231004",""
"20231001","7호선","태릉입구","4748","4684","20231004",""
"20231001","7호선","먹골","5361","5359","20231004",""
"20231001","7호선","중화","5618","5434","20231004",""
"20231001","7호선","상봉(시외버스터미널)","9491","9807","20231004",""
"20231001","7호선","면목","7657","7503","20231004",""
"20231001","7호선","사가정","9016","8896","20231004",""
"20231001","7호선","용마산(용마폭포공원)","3306","3799","20231004",""
"20231001","7호선","중곡","5400","5191","20231004",""
"20231001","7호선","군자(능동)","7768","6241","20231004",""
"20231001","7호선","어린이대공원(세종대)","9535","9984","20231004",""
"20231001","7호선","건대입구","9145","9364","20231004",""
"20231001","7호선","뚝섬유원지","23060","28140","20231004",""
"20231001","7호선","청담","5305","5453","20231004",""
"20231001","7호선","강남구청","3928","4383","20231004",""
"20231001","7호선","학동","4203","4412","20231004",""
"20231001","7호선","논현","5224","5443","20231004",""
"20231001","7호선","반포","3170","2974","20231004",""
"20231001","7호선","고속터미널","18993","7564","20231004",""
"20231001","7호선","내방","4719","4826","20231004",""
"20231001","7호선","이수","7672","7553","20231004",""
"20231001","7호선","남성","5389","5374","20231004",""
"20231001","7호선","숭실대입구(살피재)","5495","6225","20231004",""
"20231001","7호선","상도","5309","5470","20231004",""
"20231001","7호선","장승배기","4316","4382","20231004",""
"20231001","7호선","신대방삼거리","6872","6977","20231004",""
"20231001","7호선","보라매","3207","3458","20231004",""
"20231001","7호선","신풍","6779","6702","20231004",""
"20231001","7호선","대림(구로구청)","10666","10007","20231004",""
"20231001","7호선","남구로","7179","7206","20231004",""
"20231001","7호선","가산디지털단지","10136","9819","20231004",""
"20231001","7호선","철산","10568","10543","20231004",""
"20231001","7호선","광명사거리","11786","11497","20231004",""
"20231001","7호선","천왕","5029","4890","20231004",""
"20231001","7호선","온수(성공회대입구)","4055","4267","20231004",""
"20231001","8호선","암사","8825","8303","20231004",""
"20231001","8호선","천호(풍납토성)","7750","9125","20231004",""
"20231001","8호선","강동구청","4288","4314","20231004",""
"20231001","8호선","몽촌토성(평화의문)","3682","3833","20231004",""
"20231001","8호선","잠실(송파구청)","11336","12630","20231004",""
"20231001","8호선","송파","4217","4224","20231004",""
"20231001","8호선","가락시장","3021","3920","20231004",""
"20231001","8호선","문정","4212","4431","20231004",""
"20231001","8호선","장지","8509","8008","20231004",""
"20231001","8호선","복정","4407","3918","20231004",""
"20231001","8호선","산성","3166","3279","20231004",""
"20231001","8호선","남한산성입구(성남법원.검찰청)","6922","6103","20231004",""
"20231001","8호선","단대오거리","6248","5962","20231004",""
"20231001","8호선","신흥","2982","3235","20231004",""
"20231001","8호선","수진","3070","2837","20231004",""
"20231001","8호선","모란","2690","2466","20231004",""
"20231001","8호선","남위례","3218","3213","20231004",""
"20231001","9호선","개화","1300","1126","20231004",""
"20231001","9호선","김포공항","6498","8839","20231004",""
"20231001","9호선","공항시장","1807","1976","20231004",""
"20231001","9호선","신방화","3500","3404","20231004",""
"20231001","9호선","마곡나루(서울식물원)","5599","5825","20231004",""
"20231001","9호선","양천향교","3933","4125","20231004",""
"20231001","9호선","가양","10168","10700","20231004",""
"20231001","9호선","증미","2332","2448","20231004",""
"20231001","9호선","등촌","5006","5230","20231004",""
"20231001","9호선","염창","8549","8783","20231004",""
"20231001","9호선","신목동","1882","1659","20231004",""
"20231001","9호선","선유도","2900","3154","20231004",""
"20231001","9호선","당산","8507","9129","20231004",""
"20231001","9호선","국회의사당","5147","4743","20231004",""
"20231001","9호선","여의도","9864","10113","20231004",""
"20231001","9호선","샛강","2007","1833","20231004",""
"20231001","9호선","노량진","13850","15477","20231004",""
"20231001","9호선","노들","3315","3033","20231004",""
"20231001","9호선","흑석(중앙대입구)","4005","4147","20231004",""
"20231001","9호선","동작(현충원)","1684","1605","20231004",""
"20231001","9호선","구반포","319","345","20231004",""
"20231001","9호선","신반포","2245","2363","20231004",""
"20231001","9호선","고속터미널","15873","17310","20231004",""
"20231001","9호선","사평","1687","1596","20231004",""
"20231001","9호선","신논현","14510","14705","20231004",""
"20231001","9호선2~3단계","언주","2788","2951","20231004",""
"20231001","9호선2~3단계","선정릉","2398","2782","20231004",""
