"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20230401","7호선","도봉산","7781","10398","20230404",""
"20230401","7호선","장암","2184","1431","20230404",""
"20230401","6호선","봉화산(서울의료원)","6208","5999","20230404",""
"20230401","6호선","화랑대(서울여대입구)","8585","6825","20230404",""
"20230401","6호선","태릉입구","4728","5170","20230404",""
"20230401","6호선","석계","9966","9810","20230404",""
"20230401","6호선","돌곶이","7443","6697","20230404",""
"20230401","6호선","상월곡(한국과학기술연구원)","4801","3995","20230404",""
"20230401","6호선","월곡(동덕여대)","8624","8081","20230404",""
"20230401","6호선","고려대(종암)","7229","6694","20230404",""
"20230401","6호선","안암(고대병원앞)","9645","8716","20230404",""
"20230401","6호선","보문","6267","5517","20230404",""
"20230401","6호선","창신","2520","2022","20230404",""
"20230401","6호선","동묘앞","8984","8505","20230404",""
"20230401","6호선","신당","6717","6139","20230404",""
"20230401","6호선","청구","2926","2736","20230404",""
"20230401","6호선","약수","2886","2954","20230404",""
"20230401","6호선","버티고개","1696","1777","20230404",""
"20230401","6호선","한강진","11218","14114","20230404",""
"20230401","6호선","이태원","13005","15215","20230404",""
"20230401","6호선","녹사평(용산구청)","5658","5962","20230404",""
"20230401","6호선","삼각지","6959","5212","20230404",""
"20230401","6호선","효창공원앞","5782","4954","20230404",""
"20230401","6호선","공덕","13027","12014","20230404",""
"20230401","6호선","대흥(서강대앞)","7998","8158","20230404",""
"20230401","6호선","광흥창(서강)","6632","5681","20230404",""
"20230401","6호선","상수","10434","12464","20230404",""
"20230401","6호선","합정","15680","14923","20230404",""
"20230401","6호선","망원","15944","17518","20230404",""
"20230401","6호선","마포구청","11143","9534","20230404",""
"20230401","6호선","월드컵경기장(성산)","7106","7314","20230404",""
"20230401","6호선","디지털미디어시티","9431","9390","20230404",""
"20230401","6호선","증산(명지대앞)","9402","9718","20230404",""
"20230401","6호선","새절(신사)","11634","10905","20230404",""
"20230401","6호선","구산","6745","4690","20230404",""
"20230401","6호선","연신내","2","0","20230404",""
"20230401","6호선","독바위","2517","2719","20230404",""
"20230401","6호선","불광","4820","4396","20230404",""
"20230401","6호선","역촌","3073","3473","20230404",""
"20230401","6호선","응암","17222","17628","20230404",""
"20230401","5호선","하남검단산","6843","6607","20230404",""
"20230401","5호선","하남시청(덕풍·신장)","7053","6686","20230404",""
"20230401","5호선","하남풍산","3528","3511","20230404",""
"20230401","5호선","미사","15078","15452","20230404",""
"20230401","5호선","강일","4281","3635","20230404",""
"20230401","5호선","마천","5771","5712","20230404",""
"20230401","5호선","거여","7431","6986","20230404",""
"20230401","5호선","개롱","4936","5129","20230404",""
"20230401","5호선","오금","2396","2121","20230404",""
"20230401","5호선","방이","6369","6010","20230404",""
"20230401","5호선","올림픽공원(한국체대)","6696","6280","20230404",""
"20230401","5호선","둔촌동","7549","7392","20230404",""
"20230401","5호선","상일동","10992","10166","20230404",""
"20230401","5호선","고덕","7830","7545","20230404",""
"20230401","5호선","명일","7454","7342","20230404",""
"20230401","5호선","굽은다리(강동구민회관앞)","8213","7651","20230404",""
"20230401","5호선","길동","7000","7198","20230404",""
"20230401","5호선","강동","14466","13563","20230404",""
"20230401","5호선","천호(풍납토성)","19791","18854","20230404",""
"20230401","5호선","광나루(장신대)","12393","11619","20230404",""
"20230401","5호선","아차산(어린이대공원후문)","18746","18242","20230404",""
"20230401","5호선","군자(능동)","10354","11308","20230404",""
"20230401","5호선","장한평","14411","13871","20230404",""
"20230401","5호선","답십리","12399","11120","20230404",""
"20230401","5호선","마장","4806","4366","20230404",""
"20230401","5호선","왕십리(성동구청)","4057","5031","20230404",""
"20230401","5호선","행당","6330","5420","20230404",""
"20230401","5호선","신금호","4998","5136","20230404",""
"20230401","5호선","청구","2844","2752","20230404",""
"20230401","5호선","동대문역사문화공원(DDP)","1452","1887","20230404",""
"20230401","5호선","을지로4가","4530","5152","20230404",""
"20230401","5호선","종로3가","17087","17565","20230404",""
"20230401","5호선","광화문(세종문화회관)","21521","21764","20230404",""
"20230401","5호선","서대문","9613","9000","20230404",""
"20230401","5호선","충정로(경기대입구)","2491","2169","20230404",""
"20230401","5호선","애오개","4527","4120","20230404",""
"20230401","5호선","공덕","9867","10217","20230404",""
"20230401","5호선","마포","9805","9561","20230404",""
"20230401","5호선","여의나루","55182","68366","20230404",""
"20230401","5호선","여의도","22091","23476","20230404",""
"20230401","5호선","신길","4097","4123","20230404",""
"20230401","5호선","영등포시장","10750","10933","20230404",""
"20230401","5호선","영등포구청","2830","2607","20230404",""
"20230401","5호선","양평","5561","5446","20230404",""
"20230401","5호선","오목교(목동운동장앞)","21256","22476","20230404",""
"20230401","5호선","목동","13120","12884","20230404",""
"20230401","5호선","신정(은행정)","10638","8776","20230404",""
"20230401","5호선","까치산","24605","22976","20230404",""
"20230401","5호선","화곡","24955","22335","20230404",""
"20230401","5호선","우장산","12148","11615","20230404",""
"20230401","5호선","발산","16173","17531","20230404",""
"20230401","5호선","마곡","7009","6992","20230404",""
"20230401","5호선","송정","5577","5242","20230404",""
"20230401","5호선","김포공항","8091","8063","20230404",""
"20230401","5호선","개화산","4291","4095","20230404",""
"20230401","5호선","방화","5637","5392","20230404",""
"20230401","4호선","남태령","1492","810","20230404",""
"20230401","4호선","사당","27309","24766","20230404",""
"20230401","4호선","총신대입구(이수)","16795","18038","20230404",""
"20230401","4호선","동작(현충원)","2906","3713","20230404",""
"20230401","4호선","이촌(국립중앙박물관)","9889","11057","20230404",""
"20230401","4호선","신용산","13746","15201","20230404",""
"20230401","4호선","삼각지","5595","6986","20230404",""
"20230401","4호선","숙대입구(갈월)","11305","10653","20230404",""
"20230401","4호선","서울역","8002","19696","20230404",""
"20230401","4호선","회현(남대문시장)","24863","25250","20230404",""
"20230401","4호선","명동","30744","34973","20230404",""
"20230401","4호선","충무로","18153","21517","20230404",""
"20230401","4호선","동대문역사문화공원(DDP)","16273","13373","20230404",""
"20230401","4호선","동대문","16445","16707","20230404",""
"20230401","4호선","혜화","35406","37379","20230404",""
"20230401","4호선","한성대입구(삼선교)","12792","13046","20230404",""
"20230401","4호선","성신여대입구(돈암)","19375","18042","20230404",""
"20230401","4호선","길음","17922","16484","20230404",""
"20230401","4호선","미아사거리","24855","23943","20230404",""
"20230401","4호선","미아(서울사이버대학)","12727","11681","20230404",""
"20230401","4호선","수유(강북구청)","31418","30707","20230404",""
"20230401","4호선","쌍문","25251","22488","20230404",""
"20230401","4호선","창동","22433","23043","20230404",""
"20230401","4호선","노원","17838","19880","20230404",""
"20230401","4호선","상계","16357","15188","20230404",""
"20230401","4호선","당고개","8565","7821","20230404",""
"20230401","3호선","오금","4396","4264","20230404",""
"20230401","3호선","경찰병원","4577","4390","20230404",""
"20230401","3호선","가락시장","7116","6789","20230404",""
"20230401","3호선","수서","17092","16819","20230404",""
"20230401","3호선","일원","6307","6082","20230404",""
"20230401","3호선","대청","7115","6653","20230404",""
"20230401","3호선","학여울","4047","4244","20230404",""
"20230401","3호선","대치","11842","10683","20230404",""
"20230401","3호선","도곡","4570","5611","20230404",""
"20230401","3호선","매봉","9746","9555","20230404",""
"20230401","3호선","양재(서초구청)","23098","24942","20230404",""
"20230401","3호선","남부터미널(예술의전당)","22677","22290","20230404",""
"20230401","3호선","교대(법원.검찰청)","8608","5232","20230404",""
