"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20230801","1호선","서울역","52929","50606","20230804",""
"20230801","2호선","선릉","62329","54557","20230804",""
"20230801","중앙선","지평","71","85","20230804",""
"20230801","중앙선","용문","2393","2407","20230804",""
"20230801","중앙선","원덕","318","295","20230804",""
"20230801","중앙선","양평","2814","2729","20230804",""
"20230801","중앙선","오빈","293","291","20230804",""
"20230801","중앙선","아신","579","551","20230804",""
"20230801","중앙선","국수","638","588","20230804",""
"20230801","중앙선","신원","201","161","20230804",""
"20230801","중앙선","양수","2048","1958","20230804",""
"20230801","중앙선","운길산","646","596","20230804",""
"20230801","중앙선","팔당","833","848","20230804",""
"20230801","중앙선","도심","2277","1778","20230804",""
"20230801","중앙선","덕소","5237","5017","20230804",""
"20230801","중앙선","양정","601","487","20230804",""
"20230801","중앙선","도농","10718","9904","20230804",""
"20230801","중앙선","구리","12926","13193","20230804",""
"20230801","중앙선","양원","2897","2871","20230804",""
"20230801","중앙선","망우","7588","7413","20230804",""
"20230801","중앙선","상봉(시외버스터미널)","5750","5730","20230804",""
"20230801","중앙선","중랑","5565","5332","20230804",""
"20230801","중앙선","회기","23427","22690","20230804",""
"20230801","장항선","신창(순천향대)","1247","1180","20230804",""
"20230801","장항선","온양온천","4287","4240","20230804",""
"20230801","장항선","배방","1124","1140","20230804",""
"20230801","장항선","탕정","1273","1091","20230804",""
"20230801","장항선","아산","3457","3102","20230804",""
"20230801","장항선","쌍용(나사렛대)","1895","1779","20230804",""
"20230801","장항선","봉명","1254","1272","20230804",""
"20230801","일산선","대화","13042","10089","20230804",""
"20230801","일산선","주엽","10134","10288","20230804",""
"20230801","일산선","정발산","7400","7519","20230804",""
"20230801","일산선","마두","7832","7990","20230804",""
"20230801","일산선","백석","9872","9925","20230804",""
"20230801","일산선","대곡","2753","2163","20230804",""
"20230801","일산선","화정","16928","17279","20230804",""
"20230801","일산선","원당","10550","9972","20230804",""
"20230801","일산선","삼송","19148","18521","20230804",""
"20230801","일산선","지축","1","0","20230804",""
"20230801","일산선","원흥","11415","10908","20230804",""
"20230801","우이신설선","신설동","2078","1992","20230804",""
"20230801","우이신설선","보문","1493","1500","20230804",""
"20230801","우이신설선","성신여대입구(돈암)","3229","3745","20230804",""
"20230801","우이신설선","정릉","4378","3972","20230804",""
"20230801","우이신설선","북한산보국문","5700","5435","20230804",""
"20230801","우이신설선","솔샘","5714","5484","20230804",""
"20230801","우이신설선","삼양사거리","2520","2568","20230804",""
"20230801","우이신설선","삼양","1982","2080","20230804",""
"20230801","우이신설선","화계","3459","3296","20230804",""
"20230801","우이신설선","가오리","4217","4268","20230804",""
"20230801","우이신설선","4.19민주묘지","2834","2677","20230804",""
"20230801","우이신설선","솔밭공원","2567","2473","20230804",""
"20230801","우이신설선","북한산우이","3072","2885","20230804",""
"20230801","안산선","수리산","3855","3145","20230804",""
"20230801","안산선","오이도","8030","7776","20230804",""
"20230801","안산선","정왕","7972","8215","20230804",""
"20230801","안산선","신길온천","1812","1690","20230804",""
"20230801","안산선","안산","12408","11750","20230804",""
"20230801","안산선","초지","4796","4599","20230804",""
"20230801","안산선","고잔","8417","7961","20230804",""
